Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Duration_Minutes,Journey_Day,Journey_Month,Journey_Weekday,Dep_Hour
IndiGo,2019-05-27,Delhi,Cochin,DEL → BOM → COK,11:25,01:30 28 May,14h 5m,1,No info,6104,845,27,5,Monday,11
IndiGo,2019-03-06,Delhi,Cochin,DEL → HYD → COK,07:35,22:20,14h 45m,1,No info,7094,885,6,3,Wednesday,7
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,06:30,04:45 25 Mar,22h 15m,1,In-flight meal not included,10031,1335,24,3,Sunday,6
Jet Airways,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,05:45,12:00,6h 15m,1,No info,13941,375,18,5,Saturday,5
Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,19:00,01:30 25 Jun,6h 30m,1,No info,7198,390,24,6,Monday,19
SpiceJet,2019-03-24,Banglore,New Delhi,BLR → DEL,09:35,12:30,2h 55m,0,No check-in baggage included,3873,175,24,3,Sunday,9
Air India,2019-03-12,Kolkata,Banglore,CCU → BLR,14:15,16:45,2h 30m,0,No info,5747,150,12,3,Tuesday,14
Air India,2019-06-15,Mumbai,Hyderabad,BOM → HYD,19:30,20:45,1h 15m,0,No info,3100,75,15,6,Saturday,19
Air India,2019-05-06,Kolkata,Banglore,CCU → BBI → BLR,09:10,13:15,4h 5m,1,No info,8996,245,6,5,Monday,9
Multiple carriers,2019-05-15,Delhi,Cochin,DEL → BOM → COK,10:35,19:00,8h 25m,1,No info,9103,505,15,5,Wednesday,10
Jet Airways,2019-05-15,Kolkata,Banglore,CCU → BOM → BLR,16:30,10:05 16 May,17h 35m,1,No info,14781,1055,15,5,Wednesday,16
Jet Airways,2019-05-18,Banglore,Delhi,BLR → DEL,08:20,11:20,3h,0,No info,7229,180,18,5,Saturday,8
IndiGo,2019-03-01,Banglore,New Delhi,BLR → DEL,23:30,02:20 02 Mar,2h 50m,0,No info,10067,170,1,3,Friday,23
Jet Airways,2019-04-09,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,04:25 10 Apr,18h 45m,2,No info,10909,1125,9,4,Tuesday,9
IndiGo,2019-04-27,Kolkata,Banglore,CCU → BLR,15:30,18:05,2h 35m,0,No info,4804,155,27,4,Saturday,15
Jet Airways,2019-06-01,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1h 25m,0,In-flight meal not included,4050,85,1,6,Saturday,2
Jet Airways,2019-05-15,Kolkata,Banglore,CCU → DEL → BLR,20:25,23:35 16 May,27h 10m,1,No info,14151,1630,15,5,Wednesday,20
SpiceJet,2019-06-01,Kolkata,Banglore,CCU → BLR,06:55,09:30,2h 35m,0,No check-in baggage included,3841,155,1,6,Saturday,6
Jet Airways,2019-05-09,Kolkata,Banglore,CCU → BOM → BLR,14:05,19:50,5h 45m,1,No info,14781,345,9,5,Thursday,14
Vistara,2019-06-09,Kolkata,Banglore,CCU → DEL → BLR,17:00,23:25,6h 25m,1,No info,9870,385,9,6,Sunday,17
Air India,2019-05-27,Delhi,Cochin,DEL → BLR → COK,13:30,23:00,9h 30m,1,No info,8907,570,27,5,Monday,13
GoAir,2019-04-15,Delhi,Cochin,DEL → BOM → COK,07:00,12:55,5h 55m,1,No info,6195,355,15,4,Monday,7
Jet Airways,2019-03-21,Banglore,New Delhi,BLR → BOM → DEL,14:05,19:10,5h 5m,1,In-flight meal not included,7832,305,21,3,Thursday,14
Multiple carriers Premium economy,2019-03-21,Delhi,Cochin,DEL → BOM → COK,08:55,15:30,6h 35m,1,No info,11269,395,21,3,Thursday,8
Vistara,2019-03-24,Banglore,New Delhi,BLR → DEL,16:00,18:35,2h 35m,0,No info,5613,155,24,3,Sunday,16
IndiGo,2019-05-01,Banglore,Delhi,BLR → DEL,00:30,03:25,2h 55m,0,No info,4284,175,1,5,Wednesday,0
Vistara,2019-05-06,Banglore,Delhi,BLR → DEL,21:00,23:50,2h 50m,0,No info,4668,170,6,5,Monday,21
Air India,2019-03-03,Delhi,Cochin,DEL → BOM → COK,08:00,19:15,11h 15m,1,No info,15197,675,3,3,Sunday,8
Jet Airways,2019-06-12,Kolkata,Banglore,CCU → BOM → BLR,08:25,16:20,7h 55m,1,In-flight meal not included,9899,475,12,6,Wednesday,8
GoAir,2019-06-27,Delhi,Cochin,DEL → BOM → COK,10:35,19:35,9h,1,No info,3948,540,27,6,Thursday,10
Jet Airways,2019-03-15,Banglore,New Delhi,BLR → BOM → DEL,08:55,08:15 16 Mar,23h 20m,1,In-flight meal not included,10405,1400,15,3,Friday,8
Multiple carriers,2019-06-09,Delhi,Cochin,DEL → GWL → IDR → BOM → COK,11:35,01:30 10 Jun,13h 55m,3,No info,15419,835,9,6,Sunday,11
Multiple carriers,2019-03-03,Delhi,Cochin,DEL → BOM → COK,08:25,18:50,10h 25m,1,No info,15135,625,3,3,Sunday,8
Multiple carriers Premium economy,2019-03-21,Delhi,Cochin,DEL → BOM → COK,06:00,12:35,6h 35m,1,No info,13369,395,21,3,Thursday,6
Jet Airways,2019-06-27,Delhi,Cochin,DEL → JDH → BOM → COK,11:40,19:00,7h 20m,2,No info,18804,440,27,6,Thursday,11
Air Asia,2019-05-09,Delhi,Cochin,DEL → BLR → COK,20:45,07:10 10 May,10h 25m,1,No info,6751,625,9,5,Thursday,20
Air India,2019-05-09,Kolkata,Banglore,CCU → DEL → BLR,20:30,08:55 10 May,12h 25m,1,No info,10203,745,9,5,Thursday,20
Air India,2019-06-12,Delhi,Cochin,DEL → LKO → BOM → COK,07:10,19:15,12h 5m,2,No info,12488,725,12,6,Wednesday,7
Jet Airways,2019-04-12,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,0,In-flight meal not included,5198,180,12,4,Friday,7
Jet Airways,2019-05-01,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,0,No info,7229,180,1,5,Wednesday,17
Air India,2019-06-12,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,23:15,17h 25m,2,No info,12723,1045,12,6,Wednesday,5
Air India,2019-03-06,Mumbai,Hyderabad,BOM → BHO → DEL → HYD,06:00,09:10 07 Mar,27h 10m,2,No info,13169,1630,6,3,Wednesday,6
Air India,2019-05-15,Kolkata,Banglore,CCU → BOM → HBX → BLR,09:25,18:20,8h 55m,2,No info,8366,535,15,5,Wednesday,9
Multiple carriers,2019-05-09,Delhi,Cochin,DEL → BOM → COK,06:00,21:00,15h,1,No info,7670,900,9,5,Thursday,6
Jet Airways,2019-04-01,Banglore,Delhi,BLR → DEL,06:00,08:45,2h 45m,0,No info,7229,165,1,4,Monday,6
Vistara,2019-06-01,Banglore,Delhi,BLR → DEL,21:00,23:50,2h 50m,0,No info,4668,170,1,6,Saturday,21
Air Asia,2019-03-09,Delhi,Cochin,DEL → BLR → COK,20:10,07:10 10 Mar,11h,1,No info,8327,660,9,3,Saturday,20
Jet Airways,2019-05-21,Delhi,Cochin,DEL → BOM → COK,20:55,12:35 22 May,15h 40m,1,In-flight meal not included,12898,940,21,5,Tuesday,20
IndiGo,2019-05-06,Kolkata,Banglore,CCU → MAA → BLR,06:20,10:20,4h,1,No info,4226,240,6,5,Monday,6
Jet Airways,2019-06-27,Delhi,Cochin,DEL → BOM → COK,19:15,19:00 28 Jun,23h 45m,1,In-flight meal not included,10262,1425,27,6,Thursday,19
Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,04:55,19:00,14h 5m,1,No info,10678,845,24,6,Monday,4
Air India,2019-03-21,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,07:40 22 Mar,14h 25m,2,No info,8052,865,21,3,Thursday,17
GoAir,2019-03-24,Banglore,New Delhi,BLR → DEL,11:40,14:35,2h 55m,0,No info,3898,175,24,3,Sunday,11
Air Asia,2019-06-12,Kolkata,Banglore,CCU → BLR,10:20,12:55,2h 35m,0,No info,3807,155,12,6,Wednesday,10
IndiGo,2019-06-03,Delhi,Cochin,DEL → BOM → COK,09:15,21:00,11h 45m,1,No info,6838,705,3,6,Monday,9
Jet Airways,2019-06-24,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13h 30m,2,No info,13014,810,24,6,Monday,5
IndiGo,2019-04-12,Kolkata,Banglore,CCU → BLR,14:25,16:55,2h 30m,0,No info,5224,150,12,4,Friday,14
Multiple carriers,2019-06-06,Delhi,Cochin,DEL → BOM → COK,13:00,01:30 07 Jun,12h 30m,1,No info,13377,750,6,6,Thursday,13
GoAir,2019-05-21,Delhi,Cochin,DEL → BOM → COK,07:00,12:55,5h 55m,1,No info,6633,355,21,5,Tuesday,7
Air Asia,2019-05-24,Kolkata,Banglore,CCU → DEL → BLR,07:35,23:30,15h 55m,1,No info,5192,955,24,5,Friday,7
IndiGo,2019-04-18,Banglore,Delhi,BLR → DEL,22:10,01:00 19 Apr,2h 50m,0,No info,4591,170,18,4,Thursday,22
Air India,2019-05-12,Kolkata,Banglore,CCU → BLR,20:45,23:20,2h 35m,0,No info,4880,155,12,5,Sunday,20
Jet Airways,2019-04-27,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,0,No info,7229,180,27,4,Saturday,17
Jet Airways,2019-05-09,Delhi,Cochin,DEL → BOM → COK,19:45,04:25 10 May,8h 40m,1,In-flight meal not included,12373,520,9,5,Thursday,19
Air India,2019-04-27,Delhi,Cochin,DEL → COK,14:10,17:10,3h,0,No info,6094,180,27,4,Saturday,14
Jet Airways,2019-06-12,Delhi,Cochin,DEL → BOM → COK,20:55,12:35 13 Jun,15h 40m,1,In-flight meal not included,10262,940,12,6,Wednesday,20
Jet Airways,2019-04-09,Delhi,Cochin,DEL → JDH → BOM → COK,11:40,19:00,7h 20m,2,No info,15439,440,9,4,Tuesday,11
IndiGo,2019-05-06,Banglore,Delhi,BLR → DEL,23:30,02:20 07 May,2h 50m,0,No info,4077,170,6,5,Monday,23
GoAir,2019-05-18,Banglore,Delhi,BLR → DEL,20:55,23:40,2h 45m,0,No info,4632,165,18,5,Saturday,20
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → DEL → BLR,09:35,18:00,8h 25m,1,No info,12692,505,6,6,Thursday,9
IndiGo,2019-04-24,Kolkata,Banglore,CCU → HYD → BLR,19:20,23:45,4h 25m,1,No info,3480,265,24,4,Wednesday,19
Multiple carriers,2019-05-18,Delhi,Cochin,DEL → IXU → BOM → COK,17:50,01:30 19 May,7h 40m,2,No info,19360,460,18,5,Saturday,17
Jet Airways,2019-03-15,Banglore,New Delhi,BLR → BOM → DEL,11:40,08:15 16 Mar,20h 35m,1,In-flight meal not included,9134,1235,15,3,Friday,11
Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,14:00,21:00,7h,1,No info,13587,420,24,6,Monday,14
Jet Airways,2019-05-09,Delhi,Cochin,DEL → BOM → COK,17:30,19:00 10 May,25h 30m,1,No info,15554,1530,9,5,Thursday,17
Jet Airways,2019-03-09,Banglore,New Delhi,BLR → DEL,19:55,22:35,2h 40m,0,No info,7229,160,9,3,Saturday,19
IndiGo,2019-03-06,Delhi,Cochin,DEL → HYD → COK,08:35,22:20,13h 45m,1,No info,7514,825,6,3,Wednesday,8
Multiple carriers,2019-06-06,Delhi,Cochin,DEL → BOM → COK,08:00,21:00,13h,1,No info,13587,780,6,6,Thursday,8
Jet Airways,2019-06-09,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,0,In-flight meal not included,7229,180,9,6,Sunday,7
Jet Airways,2019-06-01,Delhi,Cochin,DEL → BOM → COK,02:15,04:25 02 Jun,26h 10m,1,In-flight meal not included,10262,1570,1,6,Saturday,2
IndiGo,2019-03-03,Delhi,Cochin,DEL → BOM → COK,07:30,21:00,13h 30m,1,No info,14871,810,3,3,Sunday,7
Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,08:45,19:00,10h 15m,1,No info,10529,615,27,5,Monday,8
IndiGo,2019-06-12,Delhi,Cochin,DEL → HYD → COK,07:35,22:30,14h 55m,1,No info,6442,895,12,6,Wednesday,7
IndiGo,2019-05-21,Kolkata,Banglore,CCU → HYD → BLR,15:15,20:05,4h 50m,1,No info,5170,290,21,5,Tuesday,15
IndiGo,2019-05-15,Delhi,Cochin,DEL → HYD → COK,07:35,22:30,14h 55m,1,No info,6442,895,15,5,Wednesday,7
IndiGo,2019-05-27,Banglore,Delhi,BLR → DEL,00:30,03:25,2h 55m,0,No info,3419,175,27,5,Monday,0
Jet Airways,2019-03-06,Banglore,New Delhi,BLR → BOM → DEL,20:35,10:25 07 Mar,13h 50m,1,No info,17261,830,6,3,Wednesday,20
SpiceJet,2019-06-24,Chennai,Kolkata,MAA → CCU,08:20,10:35,2h 15m,0,No check-in baggage included,3543,135,24,6,Monday,8
Air Asia,2019-05-12,Banglore,Delhi,BLR → DEL,11:10,13:55,2h 45m,0,No info,3383,165,12,5,Sunday,11
Jet Airways,2019-03-12,Banglore,New Delhi,BLR → BOM → DEL,18:55,11:25 13 Mar,16h 30m,1,In-flight meal not included,11087,990,12,3,Tuesday,18
Jet Airways,2019-04-18,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,0,No info,7229,180,18,4,Thursday,7
Multiple carriers,2019-03-09,Delhi,Cochin,DEL → BOM → COK,04:45,19:15,14h 30m,1,No info,11249,870,9,3,Saturday,4
Jet Airways,2019-03-06,Banglore,New Delhi,BLR → BOM → DEL,07:00,23:00,16h,1,No info,16736,960,6,3,Wednesday,7
Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,17:30,04:25 25 Jun,10h 55m,1,In-flight meal not included,10262,655,24,6,Monday,17
Jet Airways,2019-06-01,Delhi,Cochin,DEL → BOM → COK,14:00,19:00,5h,1,In-flight meal not included,10262,300,1,6,Saturday,14
Jet Airways,2019-05-15,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1h 25m,0,No info,5678,85,15,5,Wednesday,2
Multiple carriers,2019-03-21,Delhi,Cochin,DEL → BOM → COK,09:00,15:30,6h 30m,1,No info,8307,390,21,3,Thursday,9
Air India,2019-05-18,Delhi,Cochin,DEL → MAA → COK,17:20,09:25 19 May,16h 5m,1,No info,7690,965,18,5,Saturday,17
Jet Airways,2019-05-18,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,12:35 19 May,23h 10m,2,No info,16704,1390,18,5,Saturday,13
Air India,2019-03-09,Delhi,Cochin,DEL → BOM → COK,04:00,07:40 10 Mar,27h 40m,1,No info,10315,1660,9,3,Saturday,4
Air India,2019-03-24,Kolkata,Banglore,CCU → DEL → BLR,07:00,08:55 25 Mar,25h 55m,1,No info,12173,1555,24,3,Sunday,7
Air India,2019-04-03,Kolkata,Banglore,CCU → HYD → BLR,19:00,11:05 04 Apr,16h 5m,1,No info,4227,965,3,4,Wednesday,19
IndiGo,2019-06-12,Banglore,Delhi,BLR → DEL,06:05,08:50,2h 45m,0,No info,3943,165,12,6,Wednesday,6
Jet Airways,2019-06-01,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,0,In-flight meal not included,7229,175,1,6,Saturday,11
Vistara,2019-05-15,Kolkata,Banglore,CCU → DEL → BLR,07:10,20:20,13h 10m,1,No info,8610,790,15,5,Wednesday,7
IndiGo,2019-03-09,Banglore,New Delhi,BLR → DEL,07:10,10:05,2h 55m,0,No info,7303,175,9,3,Saturday,7
Jet Airways,2019-03-18,Banglore,New Delhi,BLR → BOM → DEL,18:40,07:40 16 Mar,13h,1,In-flight meal not included,10972,780,18,3,Monday,18
Multiple carriers,2019-05-18,Delhi,Cochin,DEL → BOM → COK,10:20,21:00,10h 40m,1,No info,7670,640,18,5,Saturday,10
Air India,2019-05-15,Delhi,Cochin,DEL → BOM → COK,10:00,19:15,9h 15m,1,No info,8372,555,15,5,Wednesday,10
IndiGo,2019-06-01,Delhi,Cochin,DEL → BOM → COK,15:00,01:30 02 Jun,10h 30m,1,No info,6628,630,1,6,Saturday,15
Jet Airways,2019-06-09,Delhi,Cochin,DEL → BOM → COK,13:00,12:35 10 Jun,23h 35m,1,In-flight meal not included,10262,1415,9,6,Sunday,13
Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,16:30,09:20 25 May,16h 50m,1,No info,14178,1010,24,5,Friday,16
Jet Airways,2019-03-27,Delhi,Cochin,DEL → MAA → BOM → COK,05:10,18:50,13h 40m,2,In-flight meal not included,8518,820,27,3,Wednesday,5
Jet Airways,2019-06-24,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,12:35 25 Jun,22h,2,No info,13376,1320,24,6,Monday,14
Vistara,2019-06-12,Kolkata,Banglore,CCU → DEL → BLR,17:00,10:45 13 Jun,17h 45m,1,No info,8452,1065,12,6,Wednesday,17
Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,02:15,12:35,10h 20m,1,No info,18371,620,24,6,Monday,2
SpiceJet,2019-04-03,Mumbai,Hyderabad,BOM → HYD,13:15,14:45,1h 30m,0,No check-in baggage included,1965,90,3,4,Wednesday,13
Jet Airways,2019-06-01,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,12:35 02 Jun,17h 5m,2,In-flight meal not included,10368,1025,1,6,Saturday,19
Jet Airways,2019-05-06,Kolkata,Banglore,CCU → DEL → BLR,20:25,18:00 07 May,21h 35m,1,No info,11467,1295,6,5,Monday,20
Jet Airways,2019-05-09,Kolkata,Banglore,CCU → BOM → BLR,16:30,04:40 10 May,12h 10m,1,No info,14781,730,9,5,Thursday,16
Air India,2019-03-06,Mumbai,Hyderabad,BOM → BLR → HYD,20:15,09:15 07 Mar,13h,1,No info,9535,780,6,3,Wednesday,20
Air India,2019-04-03,Mumbai,Hyderabad,BOM → HYD,21:05,22:25,1h 20m,0,No info,2050,80,3,4,Wednesday,21
Jet Airways,2019-06-12,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,04:25 13 Jun,8h 55m,2,In-flight meal not included,10368,535,12,6,Wednesday,19
Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,08:25,22:35,14h 10m,1,In-flight meal not included,10031,850,24,3,Sunday,8
SpiceJet,2019-04-21,Kolkata,Banglore,CCU → BLR,09:00,11:25,2h 25m,0,No info,4491,145,21,4,Sunday,9
Jet Airways,2019-05-15,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,0,No info,7229,180,15,5,Wednesday,17
SpiceJet,2019-03-03,Banglore,New Delhi,BLR → PNQ → DEL,10:20,18:15,7h 55m,1,No info,11401,475,3,3,Sunday,10
IndiGo,2019-06-27,Chennai,Kolkata,MAA → CCU,14:45,17:05,2h 20m,0,No info,3597,140,27,6,Thursday,14
Vistara,2019-06-12,Kolkata,Banglore,CCU → DEL → BLR,17:00,09:05 13 Jun,16h 5m,1,No info,7927,965,12,6,Wednesday,17
SpiceJet,2019-05-01,Kolkata,Banglore,CCU → BLR,09:00,11:25,2h 25m,0,No info,4174,145,1,5,Wednesday,9
Air India,2019-05-01,Kolkata,Banglore,CCU → DEL → BLR,07:00,16:15,9h 15m,1,No info,10203,555,1,5,Wednesday,7
Vistara,2019-05-09,Kolkata,Banglore,CCU → DEL → BLR,07:10,20:20,13h 10m,1,No info,8610,790,9,5,Thursday,7
Jet Airways,2019-06-12,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,0,In-flight meal not included,5769,175,12,6,Wednesday,15
IndiGo,2019-05-01,Kolkata,Banglore,CCU → BLR,11:30,14:05,2h 35m,0,No info,5644,155,1,5,Wednesday,11
Jet Airways,2019-06-03,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,0,In-flight meal not included,5769,180,3,6,Monday,7
Jet Airways,2019-05-15,Banglore,Delhi,BLR → DEL,06:00,08:45,2h 45m,0,No info,7229,165,15,5,Wednesday,6
IndiGo,2019-06-09,Kolkata,Banglore,CCU → MAA → BLR,06:20,10:20,4h,1,No info,4226,240,9,6,Sunday,6
IndiGo,2019-03-09,Banglore,New Delhi,BLR → HYD → DEL,12:05,17:05,5h,1,No info,4588,300,9,3,Saturday,12
Jet Airways,2019-05-21,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,0,In-flight meal not included,4995,90,21,5,Tuesday,10
Jet Airways,2019-04-01,Delhi,Cochin,DEL → BOM → COK,17:30,12:35 02 Apr,19h 5m,1,In-flight meal not included,5406,1145,1,4,Monday,17
SpiceJet,2019-06-24,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,0,No info,3873,150,24,6,Monday,17
Jet Airways,2019-03-06,Delhi,Cochin,DEL → BOM → COK,11:30,18:50,7h 20m,1,No info,17024,440,6,3,Wednesday,11
SpiceJet,2019-06-09,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,4h 30m,1,No check-in baggage included,5158,270,9,6,Sunday,8
Jet Airways,2019-05-01,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,0,No info,8040,90,1,5,Wednesday,10
Jet Airways,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,05:45,16:20,10h 35m,1,In-flight meal not included,10844,635,18,5,Saturday,5
Air India,2019-05-12,Chennai,Kolkata,MAA → CCU,11:40,13:55,2h 15m,0,No info,4667,135,12,5,Sunday,11
Jet Airways,2019-04-03,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,0,No info,5678,90,3,4,Wednesday,19
Air India,2019-05-12,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,20:25,14h 35m,2,No info,12513,875,12,5,Sunday,5
Jet Airways,2019-06-27,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,0,No info,8016,180,27,6,Thursday,7
SpiceJet,2019-06-01,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,0,No check-in baggage included,3543,140,1,6,Saturday,17
Jet Airways,2019-03-21,Delhi,Cochin,DEL → BOM → COK,17:30,04:25 22 Mar,10h 55m,1,In-flight meal not included,5963,655,21,3,Thursday,17
Jet Airways,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,08:25,16:20,7h 55m,1,No info,14781,475,18,5,Saturday,8
Jet Airways,2019-05-18,Delhi,Cochin,DEL → BOM → COK,09:00,12:35 19 May,27h 35m,1,In-flight meal not included,12373,1655,18,5,Saturday,9
Jet Airways,2019-06-01,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,0,In-flight meal not included,3210,90,1,6,Saturday,19
Jet Airways,2019-03-15,Banglore,New Delhi,BLR → BOM → DEL,05:45,18:25,12h 40m,1,In-flight meal not included,9134,760,15,3,Friday,5
Jet Airways,2019-06-06,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,04:25 07 Jun,13h 50m,2,In-flight meal not included,10919,830,6,6,Thursday,14
IndiGo,2019-05-01,Mumbai,Hyderabad,BOM → HYD,09:10,10:40,1h 30m,0,No info,4575,90,1,5,Wednesday,9
IndiGo,2019-06-15,Delhi,Cochin,DEL → COK,05:35,08:50,3h 15m,0,No info,5601,195,15,6,Saturday,5
Jet Airways,2019-05-18,Kolkata,Banglore,CCU → DEL → BLR,17:00,23:35,6h 35m,1,No info,14151,395,18,5,Saturday,17
Air India,2019-05-06,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,07:55 07 May,19h 55m,2,No info,10151,1195,6,5,Monday,12
Vistara,2019-04-18,Banglore,Delhi,BLR → DEL,09:45,12:35,2h 50m,0,No info,5403,170,18,4,Thursday,9
IndiGo,2019-05-27,Delhi,Cochin,DEL → BLR → COK,02:00,07:45,5h 45m,1,No info,6147,345,27,5,Monday,2
IndiGo,2019-06-27,Kolkata,Banglore,CCU → BLR,14:25,16:55,2h 30m,0,No info,4804,150,27,6,Thursday,14
Multiple carriers,2019-03-27,Delhi,Cochin,DEL → BOM → COK,08:55,19:15,10h 20m,1,No info,8371,620,27,3,Wednesday,8
Jet Airways,2019-06-09,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,04:25 10 Jun,8h 55m,2,No info,13014,535,9,6,Sunday,19
Air Asia,2019-05-24,Banglore,Delhi,BLR → DEL,04:55,07:45,2h 50m,0,No info,3383,170,24,5,Friday,4
SpiceJet,2019-03-06,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,0,No info,7298,140,6,3,Wednesday,17
Jet Airways,2019-04-03,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,0,In-flight meal not included,4544,180,3,4,Wednesday,7
Multiple carriers,2019-03-06,Delhi,Cochin,DEL → BOM → COK,08:55,15:30,6h 35m,1,No info,15147,395,6,3,Wednesday,8
Multiple carriers,2019-03-09,Delhi,Cochin,DEL → BOM → COK,04:45,19:45,15h,1,No info,10782,900,9,3,Saturday,4
IndiGo,2019-05-15,Delhi,Cochin,DEL → BLR → COK,15:10,20:00,4h 50m,1,No info,6027,290,15,5,Wednesday,15
Air India,2019-03-27,Delhi,Cochin,DEL → BLR → COK,06:10,08:15 28 Mar,26h 5m,1,No info,6681,1565,27,3,Wednesday,6
IndiGo,2019-06-24,Banglore,Delhi,BLR → DEL,23:30,02:20 25 Jun,2h 50m,0,No info,3943,170,24,6,Monday,23
Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,21:50,12:35 28 May,14h 45m,1,In-flight meal not included,12898,885,27,5,Monday,21
IndiGo,2019-06-06,Delhi,Cochin,DEL → BOM → COK,18:35,01:30 07 Jun,6h 55m,1,No info,6628,415,6,6,Thursday,18
Air India,2019-04-03,Delhi,Cochin,DEL → BLR → COK,20:30,23:00 04 Apr,26h 30m,1,No info,5022,1590,3,4,Wednesday,20
Air India,2019-06-03,Delhi,Cochin,DEL → LKO → BOM → COK,07:10,07:40 04 Jun,24h 30m,2,No info,12698,1470,3,6,Monday,7
Air Asia,2019-06-09,Delhi,Cochin,DEL → BLR → COK,20:45,07:10 10 Jun,10h 25m,1,No info,10794,625,9,6,Sunday,20
IndiGo,2019-06-09,Delhi,Cochin,DEL → BOM → COK,11:25,21:00,9h 35m,1,No info,6416,575,9,6,Sunday,11
SpiceJet,2019-03-09,Kolkata,Banglore,CCU → BLR,22:20,00:40 10 Mar,2h 20m,0,No info,4622,140,9,3,Saturday,22
IndiGo,2019-05-27,Banglore,Delhi,BLR → DEL,13:00,15:50,2h 50m,0,No info,3943,170,27,5,Monday,13
Air Asia,2019-06-06,Kolkata,Banglore,CCU → BLR,19:55,22:25,2h 30m,0,No info,4508,150,6,6,Thursday,19
Vistara,2019-06-12,Kolkata,Banglore,CCU → DEL → BLR,07:10,22:40,15h 30m,1,No info,8452,930,12,6,Wednesday,7
Air India,2019-05-12,Kolkata,Banglore,CCU → GAU → DEL → BLR,16:45,08:55 13 May,16h 10m,2,No info,13437,970,12,5,Sunday,16
Vistara,2019-05-18,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,0,No info,11982,140,18,5,Saturday,17
Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,18:55,12:00 25 May,17h 5m,1,In-flight meal not included,10844,1025,24,5,Friday,18
Jet Airways,2019-06-27,Delhi,Cochin,DEL → BOM → COK,14:00,19:00,5h,1,No info,14714,300,27,6,Thursday,14
IndiGo,2019-06-27,Delhi,Cochin,DEL → BOM → COK,06:40,21:00,14h 20m,1,No info,6093,860,27,6,Thursday,6
IndiGo,2019-04-06,Delhi,Cochin,DEL → BOM → COK,04:55,13:20,8h 25m,1,No info,5307,505,6,4,Saturday,4
GoAir,2019-05-15,Delhi,Cochin,DEL → BOM → COK,14:25,19:35,5h 10m,1,No info,10188,310,15,5,Wednesday,14
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,20:00,08:15 07 Jun,12h 15m,1,No info,14571,735,6,6,Thursday,20
